도메인,질문번호,질문,1순위 답변,2순위 답변,3순위 답변,답변항목 설명
도시 이미지·정체성,Q45_3a7,(가구대표자용) 문45-3. 귀하가 생각하시기에 각각의 복지서비스는 충분히 제공되고 있습니까? - 7. 보육 및 교육 지원,"⑤ (1062명, 41.5%)","④ 보통 (895명, 35.0%)","⑥ (599명, 23.4%)","① 매우 부족하다
②
③
④ 보통
⑤
⑥
⑦ 매우 충분하다"
여가,Q45_3a8,(가구대표자용) 문45-3. 귀하가 생각하시기에 각각의 복지서비스는 충분히 제공되고 있습니까? - 8. 문화 및 여가 지원,"⑤ (1055명, 40.9%)","④ 보통 (928명, 35.9%)","⑥ (599명, 23.2%)","① 매우 부족하다
②
③
④ 보통
⑤
⑥
⑦ 매우 충분하다"
도시 이미지·정체성,Q45_3a9,(가구대표자용) 문45-3. 귀하가 생각하시기에 각각의 복지서비스는 충분히 제공되고 있습니까? - 9. 안정 및 권익보장 지원,"⑤ (1120명, 42.4%)","④ 보통 (1053명, 39.9%)","⑥ (468명, 17.7%)","① 매우 부족하다
②
③
④ 보통
⑤
⑥
⑦ 매우 충분하다"
정책 인지도·만족도(체감도),Q45_4r1,(가구대표자용) 문45-4. 귀하가 생각하시기에 다음 복지서비스 중 우선해야 할 정책은 무엇이라고 생각하십니까? - 1순위,"일자리 지원 (869명, 44.2%)","주거 관련 지원 (706명, 35.9%)","일상생활 지원 (389명, 19.8%)","일자리 지원
주거 관련 지원
일상생활 지원
신체건강 및 보건의료 지원
정신건강 및 심리정서 지원
보호 및 돌봄요양 지원
보육 및 교육 지원
문화 및 여가 지원
안정 및 권익보장 지원"
정책 인지도·만족도(체감도),Q45_4r2,(가구대표자용) 문45-4. 귀하가 생각하시기에 다음 복지서비스 중 우선해야 할 정책은 무엇이라고 생각하십니까? - 2순위,"주거 관련 지원 (576명, 40.0%)","신체건강 및 보건의료 지원 (442명, 30.7%)","일상생활 지원 (422명, 29.3%)","일자리 지원
주거 관련 지원
일상생활 지원
신체건강 및 보건의료 지원
정신건강 및 심리정서 지원
보호 및 돌봄요양 지원
보육 및 교육 지원
문화 및 여가 지원
안정 및 권익보장 지원"
정책 인지도·만족도(체감도),Q46,(가구대표자용) 문46. 귀하는 현재 수원시 복지서비스에 대해 전반적으로 얼마나 만족하십니까?,"⑤ (1504명, 52.5%)","④ 보통 (857명, 29.9%)","⑥ (502명, 17.5%)","① 전혀 만족하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 만족한다"
도시 이미지·정체성,Q47a1,(가구대표자용) 문47. 귀하는 다음과 같은 상황이 발생했을 때 도움을 받을 수 있는 사람이 있습니까? - 1. 몸이 아플 때 보살펴 줄 수 있는 사람,"있다 (2559명, 83.7%)","없다 (462명, 15.1%)","비해당 (36명, 1.2%)","있다
없다
비해당"
도시 이미지·정체성,Q47a2,(가구대표자용) 문47. 귀하는 다음과 같은 상황이 발생했을 때 도움을 받을 수 있는 사람이 있습니까? - 2. 갑자기 금전적인 도움이 필요할 때 돈을 빌려 줄 사람,"있다 (2009명, 65.7%)","없다 (1011명, 33.1%)","비해당 (37명, 1.2%)","있다
없다
비해당"
도시 이미지·정체성,Q47a3,(가구대표자용) 문47. 귀하는 다음과 같은 상황이 발생했을 때 도움을 받을 수 있는 사람이 있습니까? - 3. 낙심하거나 우울할 때 이야기 할 사람,"있다 (2583명, 84.5%)","없다 (441명, 14.4%)","비해당 (33명, 1.1%)","있다
없다
비해당"
도시 이미지·정체성,Q48_1,"(가구대표자용) 문48-1. 귀하는 가족, 친구, 이웃과 얼마나 자주 만나서 소통하십니까? - 대면","하루에 한번 (1185명, 44.8%)","2-3일에 한번 (797명, 30.2%)","일주일에 한번 (661명, 25.0%)","하루에 한번
2-3일에 한번
일주일에 한번
이주일에 한번
한달에 한번
월 1회 미만(간헐적 또는 명절 등에만)"
도시 이미지·정체성,Q48_2,"(가구대표자용) 문48-2. 귀하는 가족, 친구, 이웃과 얼마나 자주 비대면(카카오톡, 문자 등)으로 소통하십니까? - 비대면","하루에 한번 (1674명, 57.4%)","2-3일에 한번 (913명, 31.3%)","일주일에 한번 (330명, 11.3%)","하루에 한번
2-3일에 한번
일주일에 한번
이주일에 한번
한달에 한번
월 1회 미만(간헐적 또는 명절 등에만)"
도시 이미지·정체성,Q49a1,(가구대표자용) 문49. 귀하는 다음 각 사람 또는 기관을 얼마나 신뢰하십니까? - 1. 가족,"⑥ (1248명, 44.5%)","⑦ 매우 신뢰한다 (1084명, 38.7%)","⑤ (470명, 16.8%)","① 전혀 신뢰하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 신뢰한다"
도시 이미지·정체성,Q49a2,(가구대표자용) 문49. 귀하는 다음 각 사람 또는 기관을 얼마나 신뢰하십니까? - 2. 친구,"⑥ (1129명, 43.7%)","⑤ (1088명, 42.1%)","④ 보통 (368명, 14.2%)","① 전혀 신뢰하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 신뢰한다"
도시 이미지·정체성,Q49a3,(가구대표자용) 문49. 귀하는 다음 각 사람 또는 기관을 얼마나 신뢰하십니까? - 3. 이웃,"④ 보통 (1034명, 44.0%)","⑤ (908명, 38.6%)","⑥ (408명, 17.4%)","① 전혀 신뢰하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 신뢰한다"
도시 이미지·정체성,Q49a4,(가구대표자용) 문49. 귀하는 다음 각 사람 또는 기관을 얼마나 신뢰하십니까? - 4. 처음 만난 낯선 사람,"③ (767명, 37.5%)","① 전혀 신뢰하지 않는다 (678명, 33.1%)","④ 보통 (603명, 29.4%)","① 전혀 신뢰하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 신뢰한다"
도시 이미지·정체성,Q49a5,(가구대표자용) 문49. 귀하는 다음 각 사람 또는 기관을 얼마나 신뢰하십니까? - 5. 국내 거주 외국인,"③ (792명, 37.8%)","④ 보통 (722명, 34.4%)","② (583명, 27.8%)","① 전혀 신뢰하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 신뢰한다"
도시 이미지·정체성,Q49a6,(가구대표자용) 문49. 귀하는 다음 각 사람 또는 기관을 얼마나 신뢰하십니까? - 6. 공공기관,"④ 보통 (1041명, 43.7%)","⑤ (939명, 39.4%)","⑥ (402명, 16.9%)","① 전혀 신뢰하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 신뢰한다"
경제,Q4a1,(가구대표자용) 문4. 귀하는 수원시에서 생활하면서 다음의 환경에 어느 정도 만족하고 계십니까? - 1. 경제환경,"⑤ (1173명, 44.0%)","⑥ (772명, 29.0%)","④ 보통 (721명, 27.0%)","① 전혀 만족하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 만족한다"
정책 인지도·만족도(체감도),Q4a10,(가구대표자용) 문4. 귀하는 수원시에서 생활하면서 다음의 환경에 어느 정도 만족하고 계십니까? - 10. 문화환경,"⑤ (1263명, 47.3%)","⑥ (707명, 26.5%)","④ 보통 (702명, 26.3%)","① 전혀 만족하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 만족한다"
정책 인지도·만족도(체감도),Q4a2,(가구대표자용) 문4. 귀하는 수원시에서 생활하면서 다음의 환경에 어느 정도 만족하고 계십니까? - 2. 주거환경,"⑤ (1188명, 46.0%)","⑥ (854명, 33.1%)","④ 보통 (538명, 20.9%)","① 전혀 만족하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 만족한다"
정책 인지도·만족도(체감도),Q4a3,(가구대표자용) 문4. 귀하는 수원시에서 생활하면서 다음의 환경에 어느 정도 만족하고 계십니까? - 3. 자연녹지환경,"⑤ (1096명, 41.1%)","⑥ (1027명, 38.5%)","④ 보통 (542명, 20.3%)","① 전혀 만족하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 만족한다"
정책 인지도·만족도(체감도),Q4a4,(가구대표자용) 문4. 귀하는 수원시에서 생활하면서 다음의 환경에 어느 정도 만족하고 계십니까? - 4. 생활환경,"⑤ (1237명, 45.4%)","⑥ (882명, 32.4%)","④ 보통 (607명, 22.3%)","① 전혀 만족하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 만족한다"
정책 인지도·만족도(체감도),Q4a5,(가구대표자용) 문4. 귀하는 수원시에서 생활하면서 다음의 환경에 어느 정도 만족하고 계십니까? - 5. 복지환경,"⑤ (1156명, 44.1%)","④ 보통 (766명, 29.2%)","⑥ (699명, 26.7%)","① 전혀 만족하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 만족한다"
정책 인지도·만족도(체감도),Q4a6,(가구대표자용) 문4. 귀하는 수원시에서 생활하면서 다음의 환경에 어느 정도 만족하고 계십니까? - 6. 보건환경,"⑤ (1238명, 46.1%)","⑥ (803명, 29.9%)","④ 보통 (643명, 24.0%)","① 전혀 만족하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 만족한다"
정책 인지도·만족도(체감도),Q4a7,(가구대표자용) 문4. 귀하는 수원시에서 생활하면서 다음의 환경에 어느 정도 만족하고 계십니까? - 7. 교육환경,"⑤ (1156명, 43.5%)","④ 보통 (788명, 29.6%)","⑥ (716명, 26.9%)","① 전혀 만족하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 만족한다"
정책 인지도·만족도(체감도),Q4a8,(가구대표자용) 문4. 귀하는 수원시에서 생활하면서 다음의 환경에 어느 정도 만족하고 계십니까? - 8. 안전환경,"⑤ (1126명, 43.1%)","⑥ (768명, 29.4%)","④ 보통 (717명, 27.5%)","① 전혀 만족하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 만족한다"
정책 인지도·만족도(체감도),Q4a9,(가구대표자용) 문4. 귀하는 수원시에서 생활하면서 다음의 환경에 어느 정도 만족하고 계십니까? - 9. 사회환경,"⑤ (1179명, 44.6%)","④ 보통 (791명, 30.0%)","⑥ (671명, 25.4%)","① 전혀 만족하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 만족한다"
도시 이미지·정체성,Q50a1,(가구대표자용) 문50. 귀하는 사회적 약자에 대한 태도를 나타낸 각 설명에 얼마나 동의하십니까? - 1. 장애아들이 사회에 통합되기 위해서는 지금보다 더 많은 사회적 지원이 필요하다,"⑤ (1199명, 48.1%)","⑥ (789명, 31.7%)","④ 보통 (504명, 20.2%)","① 전혀 동의하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 동의한다"
도시 이미지·정체성,Q50a2,(가구대표자용) 문50. 귀하는 사회적 약자에 대한 태도를 나타낸 각 설명에 얼마나 동의하십니까? - 2. 가난은 개인이 게으르고 노력하지 않기 때문이라기보다는 사회제도에 더 큰 책임이 있다,"⑤ (788명, 37.9%)","④ 보통 (737명, 35.4%)","⑥ (554명, 26.6%)","① 전혀 동의하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 동의한다"
도시 이미지·정체성,Q50a3,(가구대표자용) 문50. 귀하는 사회적 약자에 대한 태도를 나타낸 각 설명에 얼마나 동의하십니까? - 3. 어르신(65세 이상)들에 대한 사회복지 확대를 위해 세금을 더 부담할 의향이 있다,"⑤ (882명, 39.0%)","④ 보통 (837명, 37.0%)","⑥ (541명, 23.9%)","① 전혀 동의하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 동의한다"
도시 이미지·정체성,Q50a4,(가구대표자용) 문50. 귀하는 사회적 약자에 대한 태도를 나타낸 각 설명에 얼마나 동의하십니까? - 4. 노키즈존은 어린이의 기본권을 침해할 수 있다,"⑤ (942명, 41.9%)","④ 보통 (737명, 32.8%)","⑥ (569명, 25.3%)","① 전혀 동의하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 동의한다"
도시 이미지·정체성,Q50a5,"(가구대표자용) 문50. 귀하는 사회적 약자에 대한 태도를 나타낸 각 설명에 얼마나 동의하십니까? - 5. 돌봄(아동, 성인포함)은 개인 또는 가족보다 사회제도에 더 큰 책임이 있다","⑤ (958명, 41.3%)","④ 보통 (772명, 33.3%)","⑥ (589명, 25.4%)","① 전혀 동의하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 동의한다"
도시 이미지·정체성,Q50a6,(가구대표자용) 문50. 귀하는 사회적 약자에 대한 태도를 나타낸 각 설명에 얼마나 동의하십니까? - 6. 여성의 사회참여를 활성화하기 위해 더 많은 제도적 개선이 필요하다.,"⑤ (1039명, 42.5%)","④ 보통 (758명, 31.0%)","⑥ (649명, 26.5%)","① 전혀 동의하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 동의한다"
도시 이미지·정체성,Q51_1a1,(가구대표자용) 문51-1. 귀하는 직장에서 함께 일하는 동료로 다음 각 사람들을 받아들이시겠습니까? - 1. 외국인 노동자,"그렇다 (2242명, 73.3%)","아니다 (815명, 26.7%)",,"그렇다
아니다"
도시 이미지·정체성,Q51_1a2,(가구대표자용) 문51-1. 귀하는 직장에서 함께 일하는 동료로 다음 각 사람들을 받아들이시겠습니까? - 2. 장애인,"그렇다 (1973명, 64.5%)","아니다 (1084명, 35.5%)",,"그렇다
아니다"
도시 이미지·정체성,Q51_1a3,(가구대표자용) 문51-1. 귀하는 직장에서 함께 일하는 동료로 다음 각 사람들을 받아들이시겠습니까? - 3. 새터민(북한이탈주민),"그렇다 (1881명, 61.5%)","아니다 (1176명, 38.5%)",,"그렇다
아니다"
도시 이미지·정체성,Q51_1a4,(가구대표자용) 문51-1. 귀하는 직장에서 함께 일하는 동료로 다음 각 사람들을 받아들이시겠습니까? - 4. 난민,"아니다 (1574명, 51.5%)","그렇다 (1483명, 48.5%)",,"그렇다
아니다"
도시 이미지·정체성,Q51_1a5,(가구대표자용) 문51-1. 귀하는 직장에서 함께 일하는 동료로 다음 각 사람들을 받아들이시겠습니까? - 5. 성소수자,"아니다 (1709명, 55.9%)","그렇다 (1348명, 44.1%)",,"그렇다
아니다"
도시 이미지·정체성,Q51_2a1,(가구대표자용) 문51-2. 귀하는 친구로 다음 각 사람들을 받아들이시겠습니까? - 1. 외국인 노동자,"그렇다 (2094명, 68.5%)","아니다 (963명, 31.5%)",,"그렇다
아니다"
도시 이미지·정체성,Q51_2a2,(가구대표자용) 문51-2. 귀하는 친구로 다음 각 사람들을 받아들이시겠습니까? - 2. 장애인,"그렇다 (1964명, 64.2%)","아니다 (1093명, 35.8%)",,"그렇다
아니다"
도시 이미지·정체성,Q51_2a3,(가구대표자용) 문51-2. 귀하는 친구로 다음 각 사람들을 받아들이시겠습니까? - 3. 새터민(북한이탈주민),"그렇다 (1758명, 57.5%)","아니다 (1299명, 42.5%)",,"그렇다
아니다"
도시 이미지·정체성,Q51_2a4,(가구대표자용) 문51-2. 귀하는 친구로 다음 각 사람들을 받아들이시겠습니까? - 4. 난민,"아니다 (1803명, 59.0%)","그렇다 (1254명, 41.0%)",,"그렇다
아니다"
도시 이미지·정체성,Q51_2a5,(가구대표자용) 문51-2. 귀하는 친구로 다음 각 사람들을 받아들이시겠습니까? - 5. 성소수자,"아니다 (2021명, 66.1%)","그렇다 (1036명, 33.9%)",,"그렇다
아니다"
도시 이미지·정체성,Q51_3a1,(가구대표자용) 문51-3. 귀하는 나 혹은 자녀의 결혼 상대로 다음 각 사람들을 받아들이시겠습니까? - 1. 외국인 노동자,"아니다 (2218명, 72.6%)","그렇다 (839명, 27.4%)",,"그렇다
아니다"
도시 이미지·정체성,Q51_3a2,(가구대표자용) 문51-3. 귀하는 나 혹은 자녀의 결혼 상대로 다음 각 사람들을 받아들이시겠습니까? - 2. 장애인,"아니다 (2535명, 82.9%)","그렇다 (522명, 17.1%)",,"그렇다
아니다"
도시 이미지·정체성,Q51_3a3,(가구대표자용) 문51-3. 귀하는 나 혹은 자녀의 결혼 상대로 다음 각 사람들을 받아들이시겠습니까? - 3. 새터민(북한이탈주민),"아니다 (2413명, 78.9%)","그렇다 (644명, 21.1%)",,"그렇다
아니다"
도시 이미지·정체성,Q51_3a4,(가구대표자용) 문51-3. 귀하는 나 혹은 자녀의 결혼 상대로 다음 각 사람들을 받아들이시겠습니까? - 4. 난민,"아니다 (2731명, 89.3%)","그렇다 (326명, 10.7%)",,"그렇다
아니다"
도시 이미지·정체성,Q51_3a5,(가구대표자용) 문51-3. 귀하는 나 혹은 자녀의 결혼 상대로 다음 각 사람들을 받아들이시겠습니까? - 5. 성소수자,"아니다 (2878명, 94.1%)","그렇다 (179명, 5.9%)",,"그렇다
아니다"
경제,Q52,(가구대표자용) 문52. 한국사회의 최하층을 0으로 하고 최상층을 10으로 한다면 귀하는 본인의 경제·사회적 위치가 어디에 해당된다고 생각하십니까?,"⑤ 중간 (760명, 39.2%)","⑦ (615명, 31.7%)","⑥ (563명, 29.1%)","ⓞ 최하
①
②
③
④
⑤ 중간
⑥
⑦
⑧
⑨
⑩ 최상"
도시 이미지·정체성,Q53,(가구대표자용) 문53. 귀하는 본인이 얼마나 ‘자유롭게 선택하며 원하는 인생’을 살 수 있다고 생각하십니까?,"⑤ (1375명, 51.2%)","④ 보통 (922명, 34.3%)","⑥ (391명, 14.5%)","① 전혀 할 수 없음
②
③
④ 보통
⑤
⑥
⑦ 완벽하게 할 수 있음"
도시 이미지·정체성,Q54a1,(가구대표자용) 문54. 귀하는 지난 1년간 각 활동에 대해 진행하신 경험이 있으십니까? - 1. 자원봉사 활동을 참여한 적 있다,"진행한 적 없다 (2340명, 76.5%)","비정기적으로 진행했다 (564명, 18.4%)","정기적으로 진행했다 (153명, 5.0%)","정기적으로 진행했다
비정기적으로 진행했다
진행한 적 없다"
도시 이미지·정체성,Q54a2,(가구대표자용) 문54. 귀하는 지난 1년간 각 활동에 대해 진행하신 경험이 있으십니까? - 2. 현금이나 물품으로 기부한 적이 있다,"진행한 적 없다 (2132명, 69.7%)","비정기적으로 진행했다 (726명, 23.7%)","정기적으로 진행했다 (199명, 6.5%)","정기적으로 진행했다
비정기적으로 진행했다
진행한 적 없다"
도시 이미지·정체성,Q55m1,(가구대표자용) 문55. 다음 중 귀하께서 평소 참여하고 계신 단체를 모두 선택해 주십시오.(중복 응답),"없음 (1223명, 46.7%)","동창회, 향우회 혹은 종친회 (1023명, 39.0%)","동호회, 스포츠 및 취미 단체, 교육 혹은 학술단체 (375명, 14.3%)","동창회, 향우회 혹은 종친회
동호회, 스포츠 및 취미 단체, 교육 혹은 학술단체
시민단체, 지역사회단체, 학부모회, 자원봉사단체(환경이나 젠더 등 NGO, 반상회, 학교운영
사회적 경제조직 (사회적 기업, 협동조합, 마을기업 등)
노동조합, 직장협의회, 사업자단체 또는 직업조합
정당이나 정치단체
종교 모임
없음"
도시 이미지·정체성,Q55m2,(가구대표자용) 문55. 다음 중 귀하께서 평소 참여하고 계신 단체를 모두 선택해 주십시오.(중복 응답),"동호회, 스포츠 및 취미 단체, 교육 혹은 학술단체 (233명, 49.6%)","종교 모임 (161명, 34.3%)","시민단체, 지역사회단체, 학부모회, 자원봉사단체(환경이나 젠더 등 NGO, 반상회, 학교운영 (76명, 16.2%)","동창회, 향우회 혹은 종친회
동호회, 스포츠 및 취미 단체, 교육 혹은 학술단체
시민단체, 지역사회단체, 학부모회, 자원봉사단체(환경이나 젠더 등 NGO, 반상회, 학교운영
사회적 경제조직 (사회적 기업, 협동조합, 마을기업 등)
노동조합, 직장협의회, 사업자단체 또는 직업조합
정당이나 정치단체
종교 모임
없음"
도시 이미지·정체성,Q55m3,(가구대표자용) 문55. 다음 중 귀하께서 평소 참여하고 계신 단체를 모두 선택해 주십시오.(중복 응답),"시민단체, 지역사회단체, 학부모회, 자원봉사단체(환경이나 젠더 등 NGO, 반상회, 학교운영 (20명, 38.5%)","노동조합, 직장협의회, 사업자단체 또는 직업조합 (17명, 32.7%)","종교 모임 (15명, 28.8%)","동창회, 향우회 혹은 종친회
동호회, 스포츠 및 취미 단체, 교육 혹은 학술단체
시민단체, 지역사회단체, 학부모회, 자원봉사단체(환경이나 젠더 등 NGO, 반상회, 학교운영
사회적 경제조직 (사회적 기업, 협동조합, 마을기업 등)
노동조합, 직장협의회, 사업자단체 또는 직업조합
정당이나 정치단체
종교 모임
없음"
도시 이미지·정체성,Q55m4,(가구대표자용) 문55. 다음 중 귀하께서 평소 참여하고 계신 단체를 모두 선택해 주십시오.(중복 응답),"정당이나 정치단체 (3명, 37.5%)","종교 모임 (3명, 37.5%)","노동조합, 직장협의회, 사업자단체 또는 직업조합 (2명, 25.0%)","동창회, 향우회 혹은 종친회
동호회, 스포츠 및 취미 단체, 교육 혹은 학술단체
시민단체, 지역사회단체, 학부모회, 자원봉사단체(환경이나 젠더 등 NGO, 반상회, 학교운영
사회적 경제조직 (사회적 기업, 협동조합, 마을기업 등)
노동조합, 직장협의회, 사업자단체 또는 직업조합
정당이나 정치단체
종교 모임
없음"
도시 이미지·정체성,Q55m5,(가구대표자용) 문55. 다음 중 귀하께서 평소 참여하고 계신 단체를 모두 선택해 주십시오.(중복 응답),"종교 모임 (3명, 75.0%)","정당이나 정치단체 (1명, 25.0%)",,"동창회, 향우회 혹은 종친회
동호회, 스포츠 및 취미 단체, 교육 혹은 학술단체
시민단체, 지역사회단체, 학부모회, 자원봉사단체(환경이나 젠더 등 NGO, 반상회, 학교운영
사회적 경제조직 (사회적 기업, 협동조합, 마을기업 등)
노동조합, 직장협의회, 사업자단체 또는 직업조합
정당이나 정치단체
종교 모임
없음"
정책 인지도·만족도(체감도),Q56,(가구대표자용) 문56. 귀하는 수원시의 정책결정에 참여할 기회가 충분하다고 생각하십니까?,"③ 보통이다 (1554명, 54.9%)","② 충분하지 않다 (672명, 23.7%)","④ 충분하다 (606명, 21.4%)","① 전혀 충분하지 않다
② 충분하지 않다
③ 보통이다
④ 충분하다
⑤ 매우 충분하다"
도시 이미지·정체성,Q57,(가구대표자용) 문57. 귀하는 수원시민이라는데 대해 얼마나 자부심을 느끼십니까?,"⑤ (1529명, 53.9%)","④ 보통 (720명, 25.4%)","⑥ (588명, 20.7%)","① 전혀 자부심을 느끼지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 자부심을 느낀다"
정책 인지도·만족도(체감도),Q58,(가구대표자용) 문58. 귀하는 평소 수원시 정책에 대해 어느 정도 관심이 있습니까?,"③ 보통이다 (1448명, 50.9%)","④ 많은 편이다 (723명, 25.4%)","② 없는 편이다 (672명, 23.6%)","① 전혀 없다
② 없는 편이다
③ 보통이다
④ 많은 편이다
⑤ 매우 많다"
경제,Q59a1,(가구대표자용) 문59. 수원시의 바람직한 미래상을 가정한 각 항목입니다. 귀하가 생각하는 각 항목별 중요도를 고려해 응답해 주십시오. - 1. 활력 있는 경제도시 수원,"⑥ (970명, 38.3%)","⑤ (957명, 37.8%)","⑦ 매우 중요하다 (606명, 23.9%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
도시 이미지·정체성,Q59a10,(가구대표자용) 문59. 수원시의 바람직한 미래상을 가정한 각 항목입니다. 귀하가 생각하는 각 항목별 중요도를 고려해 응답해 주십시오. - 10. 편리한 교통 도시 수원,"⑥ (1105명, 43.2%)","⑤ (803명, 31.4%)","⑦ 매우 중요하다 (648명, 25.4%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
스포츠 문화,Q59a11,(가구대표자용) 문59. 수원시의 바람직한 미래상을 가정한 각 항목입니다. 귀하가 생각하는 각 항목별 중요도를 고려해 응답해 주십시오. - 11. 역동적인 스포츠도시 수원,"⑥ (1010명, 41.6%)","⑤ (886명, 36.5%)","④ 보통 (529명, 21.8%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
경제,Q59a12,(가구대표자용) 문59. 수원시의 바람직한 미래상을 가정한 각 항목입니다. 귀하가 생각하는 각 항목별 중요도를 고려해 응답해 주십시오. - 12. 경기도 수부도시(도청소재지) 수원,"⑥ (1049명, 42.9%)","⑤ (892명, 36.5%)","④ 보통 (505명, 20.6%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
도시 이미지·정체성,Q59a2,(가구대표자용) 문59. 수원시의 바람직한 미래상을 가정한 각 항목입니다. 귀하가 생각하는 각 항목별 중요도를 고려해 응답해 주십시오. - 2. 품격 있는 교육도시 수원,"⑥ (1007명, 39.9%)","⑤ (898명, 35.6%)","⑦ 매우 중요하다 (617명, 24.5%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
도시 이미지·정체성,Q59a3,(가구대표자용) 문59. 수원시의 바람직한 미래상을 가정한 각 항목입니다. 귀하가 생각하는 각 항목별 중요도를 고려해 응답해 주십시오. - 3. 융성하는 문화도시 수원,"⑥ (1021명, 40.9%)","⑤ (871명, 34.9%)","⑦ 매우 중요하다 (604명, 24.2%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
도시 이미지·정체성,Q59a4,(가구대표자용) 문59. 수원시의 바람직한 미래상을 가정한 각 항목입니다. 귀하가 생각하는 각 항목별 중요도를 고려해 응답해 주십시오. - 4. 따뜻한 복지도시 수원,"⑥ (1033명, 42.1%)","⑤ (813명, 33.1%)","⑦ 매우 중요하다 (607명, 24.7%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
도시 이미지·정체성,Q59a5,(가구대표자용) 문59. 수원시의 바람직한 미래상을 가정한 각 항목입니다. 귀하가 생각하는 각 항목별 중요도를 고려해 응답해 주십시오. - 5. 건강한 삶이 보장된 보건도시 수원,"⑥ (973명, 38.8%)","⑤ (883명, 35.2%)","⑦ 매우 중요하다 (651명, 26.0%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
도시 이미지·정체성,Q59a6,(가구대표자용) 문59. 수원시의 바람직한 미래상을 가정한 각 항목입니다. 귀하가 생각하는 각 항목별 중요도를 고려해 응답해 주십시오. - 6. 안전제일 도시 수원,"⑥ (1037명, 41.7%)","⑤ (765명, 30.7%)","⑦ 매우 중요하다 (687명, 27.6%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
도시 이미지·정체성,Q59a7,(가구대표자용) 문59. 수원시의 바람직한 미래상을 가정한 각 항목입니다. 귀하가 생각하는 각 항목별 중요도를 고려해 응답해 주십시오. - 7. 쾌적한 환경도시 수원,"⑥ (1068명, 41.6%)","⑤ (890명, 34.7%)","⑦ 매우 중요하다 (608명, 23.7%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
도시 이미지·정체성,Q59a8,(가구대표자용) 문59. 수원시의 바람직한 미래상을 가정한 각 항목입니다. 귀하가 생각하는 각 항목별 중요도를 고려해 응답해 주십시오. - 8. 지속가능한 탄소중립 도시 수원,"⑥ (1021명, 42.5%)","⑤ (841명, 35.0%)","⑦ 매우 중요하다 (540명, 22.5%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
도시 이미지·정체성,Q59a9,(가구대표자용) 문59. 수원시의 바람직한 미래상을 가정한 각 항목입니다. 귀하가 생각하는 각 항목별 중요도를 고려해 응답해 주십시오. - 9. 첨단 스마트 도시 수원,"⑥ (1026명, 42.8%)","⑤ (854명, 35.6%)","⑦ 매우 중요하다 (516명, 21.5%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
